"quad","year","area","species","stemID","x","y"
"Q1",2007,2.5e-05,"Pseudoroegneria spicata","null",0.67568586,0.27547869
"Q1",2007,2.5e-05,"Pseudoroegneria spicata","null",0.10418472,0.48608745
"Q1",2007,2.5e-05,"Hesperostipa comata","null",0.62171075,0.55170425
"Q1",2007,2.5e-05,"Poa secunda","null",0.82702783,0.67235449
"Q1",2007,2.5e-05,"Hesperostipa comata","null",0.72013596,0.70410455
"Q1",2007,2.5e-05,"Hesperostipa comata","null",0.65981083,0.72527126
"Q1",2007,2.5e-05,"Hesperostipa comata","null",0.20260992,0.93482168
"Q1",2007,2.5e-05,"Tetradymia canescens","null",0.685210887367327,0.307228763654913
"Q1",2008,0.003421324331517,"Hesperostipa comata","null",0.62307561,0.78129546
"Q1",2008,0.002375304903416,"Koeleria macrantha","null",0.31550898,0.41799889
"Q1",2008,0.001616525689798,"Koeleria macrantha","null",0.58122315,0.28797475
"Q1",2008,0.003049480087921,"Pseudoroegneria spicata","null",0.19325575,0.81743606
"Q1",2008,0.000354978148283,"Pseudoroegneria spicata","null",0.25831077,0.88367562
"Q1",2008,0.003660416866292,"Pseudoroegneria spicata","null",0.03485069,0.94114746
"Q1",2008,0.000649641378746,"Pseudoroegneria spicata","null",0.11656797,0.85351251
"Q1",2008,0.002576869095908,"Koeleria macrantha","null",0.15781935,0.98522798
"Q1",2008,0.001151735217276,"Koeleria macrantha","null",0.80150957,0.16523674
"Q1",2008,0.000646704387602,"Hesperostipa comata","null",0.10208631,0.96184834
"Q1",2008,0.000453444584468,"Hesperostipa comata","null",0.19200748,0.91996459
"Q1",2008,0.001229405007461,"Hesperostipa comata","null",0.46487823,0.99212524
"Q1",2008,0.000410010382954,"Hesperostipa comata","null",0.52275436,0.91595941
"Q1",2008,0.005520393738294,"Hesperostipa comata","null",0.77170607,0.80914195
"Q1",2008,0.005926003347846,"Hesperostipa comata","null",0.96476222,0.81816426
"Q1",2008,0.007650560512857,"Hesperostipa comata","null",0.85807782,0.26925732
"Q1",2008,0.000507580928936,"Hesperostipa comata","null",0.62277713,0.51605879
"Q1",2008,0.001602821939918,"Hesperostipa comata","null",0.33719852,0.35084057
"Q1",2008,2.3379256786e-05,"Hesperostipa comata","null",0.00096272,0.46392575
"Q1",2008,0.001858890817175,"Hesperostipa comata","null",0.10064535,0.32308477
"Q1",2008,0.002391773624872,"Hesperostipa comata","null",0.18682718,0.71259723
"Q1",2008,0.00603686713033,"Hesperostipa comata","null",0.35448662,0.67930838
"Q1",2008,0.000318411771475,"Koeleria macrantha","null",0.3035813,0.92789884
"Q1",2008,0.001076320721822,"Poa secunda","null",0.15750869,0.92721226
"Q1",2008,0.001025650483154,"Poa secunda","null",0.95541775,0.87802146
"Q1",2008,0.000990830563118,"Poa secunda","null",0.95496413,0.96138493
"Q1",2008,0.000522874004595,"Poa secunda","null",0.23161245,0.74907702
"Q1",2008,0.000430755032694,"Pseudoroegneria spicata","null",0.99328134,0.31017779
"Q1",2008,0.000669974070661,"Pseudoroegneria spicata","null",0.63352994,0.15843467
"Q1",2008,0.002342758710008,"Pseudoroegneria spicata","null",0.19460173,0.03643671
"Q1",2008,0.000980339872278,"Koeleria macrantha","null",0.38608336,0.23971233
"Q1",2008,0.001949564226925,"Pseudoroegneria spicata","null",0.87918901,0.06023016
"Q1",2008,0.000239628958443,"Poa secunda","null",0.30823502,0.04412046
"Q1",2008,0.000281503325328,"Poa secunda","null",0.11980659,0.44230049
"Q1",2008,0.164407978865101,"Purshia tridentata","b",0.34543678,0.25374375
"Q1",2008,0.082311763542266,"Purshia tridentata","c",0.66595285,0.19557335
"Q1",2008,0.061770864527763,"Purshia tridentata","a",0.87638415,0.18043341
"Q1",2008,0.001349609549295,"Purshia tridentata","a",0.99007485,0.38633383
"Q1",2008,2.5e-05,"Pseudoroegneria spicata","null",0.36048019,0.00266863
"Q1",2008,2.5e-05,"Pseudoroegneria spicata","null",0.71889195,0.01089938
"Q1",2008,2.5e-05,"Pseudoroegneria spicata","null",0.56583072,0.05923432
"Q1",2008,2.5e-05,"Poa secunda","null",0.23776718,0.08273138
"Q1",2008,2.5e-05,"Hesperostipa comata","null",0.01778168,0.12987114
"Q1",2008,2.5e-05,"Pseudoroegneria spicata","null",0.16518693,0.13436064
"Q1",2008,2.5e-05,"Pseudoroegneria spicata","null",0.19661343,0.14109489
"Q1",2008,2.5e-05,"Koeleria macrantha","null",0.12858531,0.14523797
"Q1",2008,2.5e-05,"Koeleria macrantha","null",0.38592069,0.21367513
"Q1",2008,2.5e-05,"Pseudoroegneria spicata","null",0.5640042,0.21442338
"Q1",2008,2.5e-05,"Poa secunda","null",0.04845993,0.22789189
"Q1",2008,2.5e-05,"Pseudoroegneria spicata","null",0.56325595,0.23612264
"Q1",2008,2.5e-05,"Poa secunda","null",0.34551519,0.27203864
"Q1",2008,2.5e-05,"Poa secunda","null",0.36871094,0.27203864
"Q1",2008,2.5e-05,"Pseudoroegneria spicata","null",0.59617895,0.32516439
"Q1",2008,2.5e-05,"Hesperostipa comata","null",0.16668343,0.35284964
"Q1",2008,2.5e-05,"Poa secunda","null",0.09185843,0.4269264
"Q1",2008,2.5e-05,"Poa secunda","null",0.16817993,0.43815014
"Q1",2008,2.5e-05,"Poa secunda","null",0.17192119,0.45461164
"Q1",2008,2.5e-05,"Poa secunda","null",0.09036192,0.46658364
"Q1",2008,2.5e-05,"Poa secunda","null",0.16817993,0.46658364
"Q1",2008,2.5e-05,"Poa secunda","null",0.15396319,0.48080039
"Q1",2008,2.5e-05,"Poa secunda","null",0.04172568,0.48977939
"Q1",2008,2.5e-05,"Pseudoroegneria spicata","null",0.23028468,0.5271919
"Q1",2008,2.5e-05,"Hesperostipa comata","null",0.6448152,0.70003765
"Q1",2008,2.5e-05,"Pseudoroegneria spicata","null",0.07913818,0.73221241
"Q1",2008,2.5e-05,"Poa secunda","null",0.68212255,0.94343543
"Q1",2008,2.5e-05,"Koeleria macrantha","null",0.20334768,0.95294617
"Q1",2008,2.5e-05,"Hesperostipa comata","null",0.75031846,0.98437267
"Q1",2008,2.5e-05,"Poa secunda","null",0.25316316,0.06126437
"Q1",2008,2.5e-05,"Tetradymia canescens","null",0.678271841871948,0.265878744130407
"Q1",2009,0.000997744116895,"Pseudoroegneria spicata","null",0.3039819,0.94729384
"Q1",2009,0.001684554833252,"Pseudoroegneria spicata","null",0.18062387,0.04129906
"Q1",2009,0.000514087243639,"Pseudoroegneria spicata","null",0.35724362,0.00887113
"Q1",2009,0.002322652421765,"Pseudoroegneria spicata","null",0.86941569,0.05982016
"Q1",2009,0.000497199254821,"Pseudoroegneria spicata","null",0.53668869,0.17062273
"Q1",2009,0.001628698808326,"Pseudoroegneria spicata","null",0.57123958,0.23295561
"Q1",2009,0.006842173917867,"Pseudoroegneria spicata","null",0.66525749,0.33714758
"Q1",2009,0.012203092746009,"Pseudoroegneria spicata","null",0.08445564,0.91985226
"Q1",2009,0.00042383894935,"Pseudoroegneria spicata","null",0.18006142,0.81716421
"Q1",2009,0.000177664266369,"Pseudoroegneria spicata","null",0.26288224,0.87451902
"Q1",2009,0.000498504696278,"Pseudoroegneria spicata","null",0.99000734,0.33190433
"Q1",2009,0.010028186922671,"Koeleria macrantha","null",0.16747632,0.96872252
"Q1",2009,0.000113903224248,"Hesperostipa comata","null",0.26880524,0.87783112
"Q1",2009,0.000158841231966,"Hesperostipa comata","null",0.27199794,0.89968739
"Q1",2009,0.004432305542246,"Hesperostipa comata","null",0.20160962,0.7344236
"Q1",2009,0.001699625004972,"Hesperostipa comata","null",0.33315173,0.67417936
"Q1",2009,0.001497612833027,"Hesperostipa comata","null",0.39604399,0.70451398
"Q1",2009,0.000558408161841,"Hesperostipa comata","null",0.20311546,0.82289938
"Q1",2009,0.002885421573662,"Poa secunda","null",0.11271464,0.44845652
"Q1",2009,0.000246826081016,"Poa secunda","null",0.16458884,0.49309432
"Q1",2009,0.000754789454833,"Hesperostipa comata","null",0.32808945,0.38361499
"Q1",2009,0.000456072401136,"Hesperostipa comata","null",0.28138328,0.00729546
"Q1",2009,0.008140792055179,"Hesperostipa comata","null",0.84999521,0.28141292
"Q1",2009,0.000836673628792,"Hesperostipa comata","null",0.62828114,0.54118634
"Q1",2009,0.00017620354338,"Hesperostipa comata","null",0.71111219,0.70454254
"Q1",2009,0.002285953529655,"Hesperostipa comata","null",0.78319178,0.79418849
"Q1",2009,0.001148959799722,"Hesperostipa comata","null",0.6049202,0.81621817
"Q1",2009,0.000608839934444,"Poa secunda","null",0.94166713,0.98291085
"Q1",2009,0.000363434281837,"Hesperostipa comata","null",0.52008953,0.93589655
"Q1",2009,0.003372033524849,"Koeleria macrantha","null",0.32235767,0.44323601
"Q1",2009,0.001547353710772,"Koeleria macrantha","null",0.41115163,0.23926932
"Q1",2009,0.003337804776047,"Koeleria macrantha","null",0.57396112,0.30522477
"Q1",2009,0.000190750330116,"Hesperostipa comata","null",0.62187784,0.17810574
"Q1",2009,0.000685105743956,"Koeleria macrantha","null",0.78975875,0.17192087
"Q1",2009,0.009322129095721,"Hesperostipa comata","null",0.9513191,0.84754701
"Q1",2009,0.002615601991448,"Tetradymia canescens","64",0.66870763,0.2304986
"Q1",2009,0.011214388653266,"Purshia tridentata","a",0.18890721,0.03447221
"Q1",2009,0.331751287149576,"Purshia tridentata","a",0.57314945,0.23008305
"Q1",2009,2.5e-05,"Hesperostipa comata","null",0.59462315,0.01244331
"Q1",2009,2.5e-05,"Pseudoroegneria spicata","null",0.71176132,0.01312832
"Q1",2009,2.5e-05,"Hesperostipa comata","null",0.55146697,0.07615004
"Q1",2009,2.5e-05,"Hesperostipa comata","null",0.0952446,0.10629085
"Q1",2009,2.5e-05,"Pseudoroegneria spicata","null",0.11579516,0.11245602
"Q1",2009,2.5e-05,"Hesperostipa comata","null",0.06304873,0.12136126
"Q1",2009,2.291035e-05,"Hesperostipa comata","null",0.00229104,0.14602192
"Q1",2009,2.5e-05,"Hesperostipa comata","null",0.01372738,0.14739196
"Q1",2009,2.5e-05,"Pseudoroegneria spicata","null",0.16306144,0.15492717
"Q1",2009,2.5e-05,"Pseudoroegneria spicata","null",0.44871418,0.16383241
"Q1",2009,2.5e-05,"Pseudoroegneria spicata","null",0.19046218,0.16657249
"Q1",2009,2.5e-05,"Hesperostipa comata","null",0.29458501,0.20904364
"Q1",2009,2.5e-05,"Pseudoroegneria spicata","null",0.53434151,0.21109869
"Q1",2009,2.5e-05,"Hesperostipa comata","null",0.36103181,0.28439568
"Q1",2009,2.5e-05,"Hesperostipa comata","null",0.33979623,0.2850807
"Q1",2009,2.5e-05,"Poa secunda","null",0.1431959,0.51387691
"Q1",2009,2.5e-05,"Pseudoroegneria spicata","null",0.23772846,0.55360798
"Q1",2009,2.5e-05,"Pseudoroegneria spicata","null",0.28636479,0.58922895
"Q1",2009,2.5e-05,"Hesperostipa comata","null",0.33294605,0.71184728
"Q1",2009,2.5e-05,"Hesperostipa comata","null",0.64668456,0.79678958
"Q1",2009,2.5e-05,"Pseudoroegneria spicata","null",0.07811914,0.80774988
"Q1",2009,2.5e-05,"Tetradymia canescens","null",0.680311256114444,0.287076694814058
"Q1",2010,0.000252012470233,"Poa secunda","null",0.94606336,0.88055659
"Q1",2010,0.000194148742879,"Poa secunda","null",0.95582965,0.96759004
"Q1",2010,0.002341967325473,"Poa secunda","null",0.09660111,0.46043509
"Q1",2010,9.288676194e-05,"Poa secunda","null",0.1591736,0.49605798
"Q1",2010,0.000197447939697,"Poa secunda","null",0.1200269,0.52675964
"Q1",2010,0.001151188282498,"Poa secunda","null",0.33467148,0.28853258
"Q1",2010,0.000281452355472,"Poa secunda","null",0.40687322,0.47424256
"Q1",2010,0.000279422293817,"Poa secunda","null",0.44410929,0.14320861
"Q1",2010,0.000240846031478,"Poa secunda","null",0.08332268,0.1003456
"Q1",2010,0.001207394285202,"Poa secunda","null",0.04442933,0.01074064
"Q1",2010,0.000626859639623,"Poa secunda","null",0.15289555,0.12883098
"Q1",2010,0.000337285904562,"Poa secunda","null",0.60454843,0.4486975
"Q1",2010,0.001051702877806,"Poa secunda","null",0.77813722,0.15089461
"Q1",2010,0.00777686514304,"Hesperostipa comata","null",0.85106465,0.27612904
"Q1",2010,0.000265209859032,"Hesperostipa comata","null",0.78521937,0.28837704
"Q1",2010,0.000315713771025,"Hesperostipa comata","null",0.80818226,0.26427533
"Q1",2010,0.008508539030582,"Hesperostipa comata","null",0.1920931,0.75790224
"Q1",2010,0.001485936480142,"Hesperostipa comata","null",0.24442138,0.88439214
"Q1",2010,0.000749693854552,"Hesperostipa comata","null",0.20042535,0.84681364
"Q1",2010,0.000724060661802,"Hesperostipa comata","null",0.17788478,0.92281599
"Q1",2010,0.000926838283132,"Hesperostipa comata","null",0.37859481,0.72003807
"Q1",2010,0.001980317746393,"Hesperostipa comata","null",0.33072642,0.6903562
"Q1",2010,0.000542094012691,"Hesperostipa comata","null",0.50330975,0.93228939
"Q1",2010,0.000971497785951,"Hesperostipa comata","null",0.48928097,0.99413456
"Q1",2010,0.001611561703518,"Hesperostipa comata","null",0.65450558,0.75582712
"Q1",2010,0.000567219309603,"Hesperostipa comata","null",0.69923829,0.69498236
"Q1",2010,0.002381812298355,"Hesperostipa comata","null",0.60927977,0.81045182
"Q1",2010,0.000166739553759,"Hesperostipa comata","null",0.79876148,0.76045748
"Q1",2010,0.001014395638626,"Hesperostipa comata","null",0.78365827,0.7936742
"Q1",2010,0.010404851756677,"Hesperostipa comata","null",0.94666958,0.83643084
"Q1",2010,0.000748170575313,"Hesperostipa comata","null",0.93415296,0.94920528
"Q1",2010,0.006382799866398,"Pseudoroegneria spicata","null",0.09450969,0.91716563
"Q1",2010,0.00019694051116,"Pseudoroegneria spicata","null",0.05013835,0.79958436
"Q1",2010,0.000628635963959,"Pseudoroegneria spicata","null",0.29275683,0.94329306
"Q1",2010,0.004538726745188,"Pseudoroegneria spicata","null",0.17686747,0.03138976
"Q1",2010,0.000512247508877,"Pseudoroegneria spicata","null",0.34145041,0.01046994
"Q1",2010,0.000999676009293,"Pseudoroegneria spicata","null",0.62178685,0.17738786
"Q1",2010,0.000683708012669,"Pseudoroegneria spicata","null",0.5088489,0.17464757
"Q1",2010,0.000150750807621,"Pseudoroegneria spicata","null",0.54529862,0.08238707
"Q1",2010,8.2989111948e-05,"Pseudoroegneria spicata","null",0.57272273,0.21425248
"Q1",2010,0.01146112393942,"Pseudoroegneria spicata","null",0.66461629,0.33761091
"Q1",2010,0.001420712308439,"Pseudoroegneria spicata","null",0.97133956,0.32145384
"Q1",2010,0.001471977406296,"Pseudoroegneria spicata","null",0.84023679,0.06073495
"Q1",2010,0.002305929247303,"Hesperostipa comata","null",0.62873786,0.53115111
"Q1",2010,0.000126687128941,"Hesperostipa comata","null",0.00646984,0.12210275
"Q1",2010,0.006027749326027,"Koeleria macrantha","null",0.31929565,0.40696083
"Q1",2010,0.00014998941142,"Koeleria macrantha","null",0.39273059,0.25180875
"Q1",2010,0.001877025218918,"Koeleria macrantha","null",0.57071044,0.30601288
"Q1",2010,0.000121565068178,"Koeleria macrantha","null",0.49474449,0.13036542
"Q1",2010,0.000841177261606,"Koeleria macrantha","null",0.15579406,0.99095779
"Q1",2010,0.000652745589148,"Koeleria macrantha","null",0.21790487,0.96496488
"Q1",2010,0.00499406482407,"Tetradymia canescens","20",0.64908357,0.28745005
"Q1",2010,0.441042135095965,"Purshia tridentata","a",0.57692226,0.26302347
"Q1",2010,2.5e-05,"Pseudoroegneria spicata","null",0.11080537,0.11056282
"Q1",2010,2.5e-05,"Pseudoroegneria spicata","null",0.82752396,0.11316407
"Q1",2010,2.5e-05,"Pascopyrum smithii","null",0.14619606,0.1457074
"Q1",2010,2.5e-05,"Pascopyrum smithii","null",0.14685667,0.15354884
"Q1",2010,2.5e-05,"Pascopyrum smithii","null",0.17887363,0.16017267
"Q1",2010,2.5e-05,"Poa secunda","null",0.44643168,0.20967653
"Q1",2010,2.5e-05,"Pascopyrum smithii","null",0.14717344,0.21339765
"Q1",2010,2.5e-05,"Koeleria macrantha","null",0.40078435,0.21721181
"Q1",2010,2.5e-05,"Koeleria macrantha","null",0.28320986,0.21999676
"Q1",2010,2.5e-05,"Pascopyrum smithii","null",0.14709337,0.22550896
"Q1",2010,2.5e-05,"Pseudoroegneria spicata","null",0.50259117,0.22857182
"Q1",2010,2.5e-05,"Poa secunda","null",0.34137947,0.25814179
"Q1",2010,2.5e-05,"Koeleria macrantha","null",0.37840228,0.26194887
"Q1",2010,2.5e-05,"Koeleria macrantha","null",0.37396284,0.28685565
"Q1",2010,2.5e-05,"Pseudoroegneria spicata","null",0.98801146,0.30088994
"Q1",2010,2.5e-05,"Koeleria macrantha","null",0.36745676,0.30106186
"Q1",2010,2.5e-05,"Poa secunda","null",0.14017043,0.51828468
"Q1",2010,2.5e-05,"Pseudoroegneria spicata","null",0.23115892,0.54952208
"Q1",2010,2.5e-05,"Pseudoroegneria spicata","null",0.2693428,0.59323465
"Q1",2010,2.5e-05,"Poa secunda","null",0.19919377,0.96610044
"Q1",2010,2.5e-05,"Balsamorhiza sagittata","null",0.063860362642631,0.098853057731789
"Q1",2010,2.5e-05,"Balsamorhiza sagittata","null",0.06355654915564,0.791363168097141
"Q1",2011,0.000837916990055,"Pseudoroegneria spicata","null",0.01045702,0.8998033
"Q1",2011,0.000634801872947,"Pseudoroegneria spicata","null",0.05906939,0.90425469
"Q1",2011,0.000498783031888,"Pseudoroegneria spicata","null",0.1005963,0.93568204
"Q1",2011,0.000284498868321,"Pseudoroegneria spicata","null",0.15730722,0.86315614
"Q1",2011,0.001176939665059,"Pseudoroegneria spicata","null",0.8574617,0.01123289
"Q1",2011,0.006866473290979,"Pseudoroegneria spicata","null",0.67455669,0.30520904
"Q1",2011,0.001809479069319,"Pseudoroegneria spicata","null",0.56876073,0.25319222
"Q1",2011,5.6741315676e-05,"Pseudoroegneria spicata","null",0.14614169,0.00399937
"Q1",2011,0.001149896159977,"Pseudoroegneria spicata","null",0.3100805,0.93408959
"Q1",2011,0.001944588301542,"Koeleria macrantha","null",0.19204916,0.95779281
"Q1",2011,0.000963963472441,"Hesperostipa comata","null",0.63400943,0.52020556
"Q1",2011,0.000160940636671,"Koeleria macrantha","null",0.36969311,0.28238725
"Q1",2011,0.000298149402466,"Koeleria macrantha","null",0.31327324,0.44170971
"Q1",2011,0.000157951608775,"Hesperostipa comata","null",0.006134,0.13496543
"Q1",2011,2.2861213529e-05,"Pseudoroegneria spicata","null",0.31798229,0.00264353
"Q1",2011,0.001399532284756,"Hesperostipa comata","null",0.26719874,0.87013858
"Q1",2011,0.000485411927286,"Hesperostipa comata","null",0.1990047,0.81853196
"Q1",2011,0.000221774646938,"Hesperostipa comata","null",0.19293051,0.91756743
"Q1",2011,0.001610157698135,"Hesperostipa comata","null",0.48141447,0.98871947
"Q1",2011,0.000299059647626,"Hesperostipa comata","null",0.52914769,0.92660202
"Q1",2011,0.003023219690339,"Hesperostipa comata","null",0.16550869,0.70493238
"Q1",2011,0.001345488918627,"Hesperostipa comata","null",0.32569373,0.66858357
"Q1",2011,0.000629061151036,"Hesperostipa comata","null",0.37881575,0.69851634
"Q1",2011,0.001674440722059,"Hesperostipa comata","null",0.61919517,0.80395324
"Q1",2011,0.000778591332038,"Hesperostipa comata","null",0.67378049,0.7519207
"Q1",2011,0.000876632604624,"Hesperostipa comata","null",0.80648668,0.78053988
"Q1",2011,0.000331821901126,"Hesperostipa comata","null",0.82260599,0.75161143
"Q1",2011,0.003617362422567,"Hesperostipa comata","null",0.97093114,0.79004956
"Q1",2011,0.001699432196132,"Hesperostipa comata","null",0.32698435,0.36283591
"Q1",2011,0.007896381334827,"Hesperostipa comata","null",0.84553287,0.24302876
"Q1",2011,0.001599329526602,"Poa secunda","null",0.97368595,0.96175113
"Q1",2011,0.002017045625263,"Poa secunda","null",0.98295612,0.86176379
"Q1",2011,0.000420587774134,"Poa secunda","null",0.61814714,0.43074072
"Q1",2011,0.000484571983682,"Poa secunda","null",0.38617718,0.45540629
"Q1",2011,0.000886188284385,"Poa secunda","null",0.12685297,0.5145576
"Q1",2011,0.003613288433983,"Poa secunda","null",0.0881983,0.44761034
"Q1",2011,0.000800922847114,"Poa secunda","null",0.4268635,0.11333567
"Q1",2011,0.000116767652334,"Poa secunda","null",0.18869076,0.05626356
"Q1",2011,0.001133374906366,"Poa secunda","null",0.13230368,0.12468767
"Q1",2011,0.000141549469251,"Poa secunda","null",0.06750312,0.10097915
"Q1",2011,0.000215614324966,"Poa secunda","null",0.01225763,0.24204401
"Q1",2011,0.325301945872081,"Purshia tridentata","a",0.41622531,0.23741684
"Q1",2011,0.067678076030813,"Purshia tridentata","b",0.895987,0.14876494
"Q1",2011,2.5e-05,"Pseudoroegneria spicata","null",0.17206913,0.02928468
"Q1",2011,2.5e-05,"Pseudoroegneria spicata","null",0.12814822,0.04039721
"Q1",2011,2.5e-05,"Koeleria macrantha","null",0.26996517,0.04092637
"Q1",2011,2.5e-05,"Pseudoroegneria spicata","null",0.15196076,0.04833472
"Q1",2011,2.5e-05,"Pseudoroegneria spicata","null",0.11650653,0.05203889
"Q1",2011,2.5e-05,"Pseudoroegneria spicata","null",0.1546066,0.06526809
"Q1",2011,2.5e-05,"Pseudoroegneria spicata","null",0.55148239,0.07638061
"Q1",2011,2.5e-05,"Pseudoroegneria spicata","null",0.48321976,0.09860565
"Q1",2011,2.5e-05,"Pseudoroegneria spicata","null",0.47210724,0.10654317
"Q1",2011,2.5e-05,"Pascopyrum smithii","null",0.1038065,0.1076015
"Q1",2011,2.5e-05,"Pseudoroegneria spicata","null",0.48692394,0.11289318
"Q1",2011,2.5e-05,"Pseudoroegneria spicata","null",0.52237817,0.11659735
"Q1",2011,2.5e-05,"Pseudoroegneria spicata","null",0.53984071,0.12823904
"Q1",2011,2.5e-05,"Poa secunda","null",0.44035718,0.17215997
"Q1",2011,2.5e-05,"Pascopyrum smithii","null",0.10010233,0.18115582
"Q1",2011,2.5e-05,"Koeleria macrantha","null",0.28636937,0.19226834
"Q1",2011,2.5e-05,"Poa secunda","null",0.42130714,0.2028517
"Q1",2011,2.5e-05,"Pascopyrum smithii","null",0.13238156,0.20655587
"Q1",2011,2.5e-05,"Pascopyrum smithii","null",0.15831078,0.21449339
"Q1",2011,2.5e-05,"Koeleria macrantha","null",0.40331543,0.22560591
"Q1",2011,2.5e-05,"Koeleria macrantha","null",0.38532373,0.24306844
"Q1",2011,2.5e-05,"Poa secunda","null",0.34246114,0.24571428
"Q1",2011,2.5e-05,"Poa secunda","null",0.36574453,0.24730178
"Q1",2011,2.5e-05,"Poa secunda","null",0.35092783,0.25735597
"Q1",2011,2.5e-05,"Poa secunda","null",0.36891954,0.26793933
"Q1",2011,2.5e-05,"Poa secunda","null",0.32394028,0.26846849
"Q1",2011,2.5e-05,"Koeleria macrantha","null",0.34669449,0.28328519
"Q1",2011,2.5e-05,"Poa secunda","null",0.62133254,0.38012289
"Q1",2011,2.5e-05,"Pseudoroegneria spicata","null",0.67742432,0.39705625
"Q1",2011,2.5e-05,"Koeleria macrantha","null",0.2842527,0.39917292
"Q1",2011,2.5e-05,"Koeleria macrantha","null",0.354632,0.40128959
"Q1",2011,2.5e-05,"Koeleria macrantha","null",0.30277356,0.40340626
"Q1",2011,2.5e-05,"Poa secunda","null",0.17206913,0.46108554
"Q1",2011,2.5e-05,"Poa secunda","null",0.12920655,0.47272724
"Q1",2011,2.5e-05,"Poa secunda","null",0.10803985,0.48225225
"Q1",2011,2.5e-05,"Poa secunda","null",0.60651584,0.48701476
"Q1",2011,2.5e-05,"Poa secunda","null",0.62450754,0.48913143
"Q1",2011,2.5e-05,"Hesperostipa comata","null",0.64884926,0.49495228
"Q1",2011,2.5e-05,"Hesperostipa comata","null",0.65890345,0.51506065
"Q1",2011,2.5e-05,"Hesperostipa comata","null",0.62768255,0.51887066
"Q1",2011,2.5e-05,"Pascopyrum smithii","null",0.22286924,0.53993154
"Q1",2011,2.5e-05,"Pascopyrum smithii","null",0.17947749,0.56056907
"Q1",2011,2.5e-05,"Pascopyrum smithii","null",0.266261,0.57803161
"Q1",2011,2.5e-05,"Pascopyrum smithii","null",0.27208184,0.64153174
"Q1",2011,2.5e-05,"Poa secunda","null",0.94941653,0.938924
"Q1",2011,2.5e-05,"Poa secunda","null",0.94094984,0.94262817
"Q1",2011,6.1252e-06,"Poa secunda","null",0.99938748,0.94791985
"Q1",2011,2.5e-05,"Poa secunda","null",0.95206236,0.95109486
"Q1",2011,2.5e-05,"Balsamorhiza sagittata","null",0.276844348466147,0.01658465815772
"Q1",2011,2.5e-05,"Balsamorhiza sagittata","null",0.043481380072944,0.111834849157016
"Q1",2011,2.5e-05,"Balsamorhiza sagittata","null",0.360452846587115,0.211318380594288
"Q1",2011,2.5e-05,"Eriogonum heracleoides","null",0.435594668281395,0.280110182733078
"Q1",2011,2.5e-05,"Eriogonum heracleoides","null",0.244035948948677,0.425631308118074
"Q1",2011,2.5e-05,"Eriogonum heracleoides","null",0.659961778233057,0.453677198530505
"Q1",2011,2.5e-05,"Balsamorhiza sagittata","null",0.050889728064033,0.785465365476118
"Q1",2012,0.001653147180068,"Pseudoroegneria spicata","null",0.97249811,0.32234444
